-2.525353216436482473e+00,3.562234704150025522e+00,1.558726504236381150e+00,3.223881030053682650e+00,-1.622850272702500707e+00,-1.297727777491486556e+01,8.454793479192534988e+00,-1.023729886863519489e+01,-8.878099527299062599e-01,-1.382374858981543442e+00,6.363798722453082313e+00,-1.011674763539134680e+01,-6.248882597308976550e+00,-9.819532689439395057e+00,-8.301927733424280476e+00,2.821853897458865834e+00,-1.417865645975345146e+01,-4.508766641325332891e+00,-6.168027205200196761e+00,-1.578794291773013647e+01
-4.716004179308423083e+00,5.425071620440158782e+00,2.709017002472406066e+00,3.964449205031183254e+00,-1.633725221260695193e+00,-1.170014546747054318e+01,7.414941511928367923e+00,-8.800968372837777665e+00,4.944421846554897249e-01,2.109969867319644088e+00,7.967285653741273066e+00,-9.217276322344655881e+00,-2.362469856170420268e+00,-1.001492662863210015e+01,-4.784080683118175692e+00,1.965935884037776082e+00,-1.356140994176509018e+01,-2.099823839369246326e+00,-6.458621156992499834e+00,-1.504118829720582262e+01
-8.184777626445841392e+00,7.455276757281319000e+00,2.822461967947048400e+00,2.473876837354608504e+00,-5.083658992680797351e-01,-7.966706017657718242e+00,8.807465128218746386e+00,-7.220785299236095689e+00,1.713181706496773815e+00,5.388459261622859486e+00,6.466859042908660093e+00,-7.929532214459110939e+00,-5.551659973906898360e-01,-1.030824652344975334e+01,-2.492643505902582657e+00,8.482376274167486851e-01,-1.572599544417810158e+01,1.081150737849470245e+00,-9.209675273116188166e+00,-1.363697513222212798e+01
-7.774479604284213252e+00,6.774807315538659225e+00,2.708640845229397964e+00,3.039395458819387219e+00,-8.139549364112099727e-01,-8.560307273009494011e+00,7.640175534957355907e+00,-7.217084409058018402e+00,1.367275855179571842e+00,4.464412987401456867e+00,7.222591334492959980e+00,-8.120019485127327741e+00,-1.869648555209326990e-01,-1.044986096166365463e+01,-2.482926080809741087e+00,1.329211388209599720e+00,-1.479551008908674170e+01,8.560969363776311791e-01,-8.552607113810308803e+00,-1.402676428329812985e+01
-5.420731602111451330e+00,4.581225446813159685e+00,8.474964342999991018e-01,3.885859328942456337e+00,-1.669189057526593523e+00,-1.384583951155127046e+01,1.009361010299752692e+01,-1.286218548840587417e+01,-1.564276598170010635e+00,-2.382412073599343927e+00,8.257093152068627262e+00,-1.190670258741091736e+01,-3.863786820117566911e+00,-8.049127124889436047e+00,-8.912203609919876257e+00,6.842022364223346864e-01,-1.702201478170827187e+01,-5.048732612808461084e+00,-5.715979243304364132e+00,-1.594305416581912915e+01
-4.135619386028484890e+00,3.690342469324459085e+00,1.034917866622716565e+00,4.066797604870173721e+00,-1.745114964660237744e+00,-1.416927776904626235e+01,8.084371099734896760e+00,-1.187018974377198788e+01,-1.396511986594732191e+00,-2.592014614063233857e+00,8.175302955416682948e+00,-1.095599301921872915e+01,-5.119669290322806710e+00,-9.457028633815170338e+00,-8.641807200947836165e+00,2.487720581520166618e+00,-1.470691697840192802e+01,-5.030487341070417173e+00,-5.858517992771117733e+00,-1.703290744209540719e+01
-1.065278076423715348e+01,7.281592724536479544e+00,2.171276030015734104e+00,2.275015583556869281e+00,-4.444380159533250496e-01,-7.893040982993088761e+00,7.601272425496878427e+00,-5.630597685848496958e+00,3.620311500989160880e+00,3.905176254128458257e+00,7.140607962914955031e+00,-6.950679407110098573e+00,3.372217559900083650e-01,-9.492698863303623114e+00,-1.504420240322950075e+00,1.382482782045412861e+00,-1.323078996706465205e+01,3.479687237470857841e+00,-1.077439731842234849e+01,-1.473242320821835882e+01
4.977711732728624106e-01,4.697777031462542219e+00,8.532585913117042287e-01,4.176976958047053934e+00,-1.314788377757960980e+00,-1.129687086411213670e+01,7.897418642775015485e+00,-1.140177180984689009e+01,-2.454939444893233791e+00,1.232507317972863836e+00,6.953134865161663569e+00,-9.270692066981963464e+00,-3.273733515085241130e+00,-5.085151551594454311e+00,-7.085083987051620902e+00,5.602132933092115463e-01,-1.428231352035443003e+01,-5.646587744530728870e+00,-2.357282777664194473e+00,-1.346586994357492806e+01
-7.851972740543183171e+00,6.761826130648924682e+00,2.499254150017624909e-01,5.571357316172332652e+00,-1.724756607415257603e+00,-1.565612361300162192e+01,1.136234450992527734e+01,-1.354579129029783680e+01,2.428509347260783713e+00,-4.106432398030635866e+00,1.288198759980556929e+01,-1.194323342370165442e+01,-5.484187344812190001e-02,-7.412922307679618683e+00,-7.726213767521221243e+00,-1.451059780374779618e-01,-1.615881989203121805e+01,-9.361153932565240421e-01,-7.572503515775549587e+00,-1.980959477355291654e+01
-8.283749376901747397e+00,6.376399733564815264e+00,-1.599291478327906080e-01,5.887192620548580280e+00,-1.626094574515814406e+00,-1.524925340271883911e+01,9.564879266936355151e+00,-1.189361718475669960e+01,6.956809946963514735e-01,-9.235782183164445991e-01,1.208721841874726977e+01,-1.111553728914204520e+01,-1.731319044395632556e+00,-8.544818937853502661e+00,-7.482093606885149129e+00,9.816262911107835887e-01,-1.466369189498364278e+01,-3.699037192375858929e+00,-6.572083744618860912e+00,-1.753180614577522789e+01
