1.500698058251910361e+01,1.089506135574390466e+00,-9.142327101797009803e+00,-1.228043465577152382e+01,1.202885452885921858e+00,-1.287425044173652999e+00,7.400003811712493551e+00,3.136896544937485487e+00,-6.011434974884412696e+00,-2.282939996472285316e+01,-5.669142041051569714e-02,8.192477200994929376e+00,-9.338125662757542855e+00,2.532294445093036916e+00,2.264631691563625537e+00,-8.880655508494434969e+00,-1.221305849870872651e+00,-2.995342547330840155e+00,-2.067366740803004532e+00,-2.931662376996747810e+00
1.310919650204024478e+01,1.015419977730961154e+00,-7.377633389005017861e+00,-1.231473239052029633e+01,-2.275398826974459054e-01,-2.055302112978412588e+00,6.905833216703395117e+00,2.923462280284557124e+00,-6.743481276358112453e+00,-1.859742504086091230e+01,1.282593973042289948e+00,7.887337086195247871e+00,-7.356753989788637149e+00,2.721061475633836491e+00,1.082505695402068563e-01,-1.021989704960389389e+01,-2.457643093798203893e+00,-5.452480511471565761e-01,-7.508189186683134508e+00,-6.586936163984721260e-01
1.090140130455061929e+01,1.263825733621105174e+00,-7.092603287851866334e+00,-1.161388870379742677e+01,-1.378369769415720869e+00,-3.258835245236554545e+00,6.236748531623343972e+00,6.310902909405740502e+00,-6.492360535952333755e+00,-1.775398116469598264e+01,4.117035914440910993e+00,5.256359536139726174e+00,-6.717099128412057141e+00,2.836575570160092319e+00,4.641324502161395249e-01,-1.302660338619972435e+01,-1.167593767342868460e+00,2.291599884415144395e+00,-1.188025496685363613e+01,1.463768913458616039e+00
1.087063575241502100e+01,1.169302285089775850e+00,-7.328327656060877437e+00,-1.137563557690017824e+01,-1.170829821683626148e+00,-3.005589559911488351e+00,6.437099255044985036e+00,5.196857153661662565e+00,-6.627582916349697761e+00,-1.704276294988242668e+01,3.443689073229077025e+00,5.561907526637781984e+00,-6.931565657534603631e+00,2.847771836912957433e+00,-2.390523396007135370e-01,-1.147271891903941210e+01,-1.578485415625918709e+00,1.925318201163608522e+00,-1.089297931197536329e+01,9.433037545582924066e-01
1.690004014079139338e+01,1.062341312999514509e+00,-1.074621357102140706e+01,-1.175897859711023052e+01,-8.322062144428583608e-01,-9.468696300660747189e-01,6.313952624915009970e+00,4.549923721793586395e+00,-4.739781880377675449e+00,-2.639219902441965360e+01,1.996357982858786295e+00,9.546995633257143510e+00,-7.974715382598895452e+00,2.301905440310370476e+00,3.350874438216702611e+00,-9.175116576246242772e+00,1.467190876570020064e-01,-3.367978954900959110e+00,-4.244577748325255584e+00,1.652674435891261784e-01
1.654748091949870314e+01,1.111476014233032217e+00,-1.034691833900674141e+01,-1.202232402239817688e+01,4.095987961065649108e-01,-1.408000881271864513e+00,7.254160260443351049e+00,2.620042182243140338e+00,-5.640378671831046020e+00,-2.455191756440637008e+01,6.817426359041921513e-01,9.240827725401906889e+00,-9.684161631354347932e+00,2.280737196405164369e+00,1.561951679754869149e+00,-8.127556632361217837e+00,-1.036777295827943313e+00,-3.338131348781238295e+00,-3.865077179368916482e+00,-1.613544206748827037e+00
9.709960888540607016e+00,1.474010867327613328e+00,-4.782998534310467065e+00,-1.227960617639301333e+01,-6.827346502251863125e-01,-4.092966054980533563e+00,6.137457880157169754e+00,4.257060583796628883e+00,-6.834457253932978205e+00,-1.536041614548926049e+01,5.153969353917253748e+00,4.718097016225884843e+00,-5.109434725019244006e+00,2.267916377655772919e+00,-1.414573210927572156e-01,-1.188709933402130758e+01,-1.422163223278243738e+00,2.542350490932388851e+00,-1.534819113993475348e+01,1.219994292949103887e+00
1.456020844690388394e+01,7.475447573882069152e-01,-1.160782935261577720e+01,-7.560198585185533560e+00,-2.032911582359537839e+00,-9.867966412444207913e-01,5.106946844263364760e+00,7.637980305243404544e+00,-3.278812435426611938e+00,-1.858824280197955048e+01,-4.414007759957245813e-01,7.385514219896055721e+00,-8.725703713652688265e+00,3.409658526977587645e+00,4.308386211238548036e+00,-8.024912965387292374e+00,6.369686031553113414e-01,-7.377574471580370385e-01,-1.946007171225991206e+00,-1.289546916562505086e-01
1.892153417345991429e+01,1.421694406282220768e+00,-9.988855652895965775e+00,-1.068392210970000455e+01,6.238808793286130389e-02,-4.388684544727960102e+00,7.440930184594295227e+00,2.529263135482259894e+00,-3.958680146469304439e+00,-2.677725348677234862e+01,4.514348660383121548e+00,9.390393078667896631e+00,-4.223583698820195131e+00,6.890349881502988438e-01,3.495211986786884495e+00,-9.261427841633315339e+00,-9.475016113390388739e-01,-3.265850472382964664e+00,-1.209195051213333016e+01,-1.087659976721237071e-01
1.751838965447978680e+01,1.122972402486802412e+00,-9.939847839853268141e+00,-1.329382587403464733e+01,-1.701836515134894867e+00,-1.548624132540655562e+00,7.337515913918542410e+00,3.600864811654183928e+00,-6.934100932008511187e+00,-2.586525328706994031e+01,3.034571770845804206e+00,1.098570076467589018e+01,-4.865477295393564106e+00,2.271609033202133698e+00,2.023288472249189951e+00,-8.301556399771518713e+00,-1.447274363754538440e+00,-3.048305420323993431e+00,-9.647248132301614376e+00,7.684566105142036641e-01
